Data,Ano,Mes,Dia_semana,Mediana,Coef._Var.,Sem_acontecimentos,antes_copom,semana_copom,Hiato,semana_ata,semana_pos,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,1,2,3,4,5,6,7,8,9,10,11,12,IPC-S,cambio,Meirelles,Tombini,Goldfajn,Expectativa_ponderada,desvio_de_expectativa,BCPresidente,Semana_mes,Tipo_periodo,Mes_categ,Ano_categ,IBC-BR
1/26/2018,2018,1,5,3.95,6.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.59,3.145,0,0,1,4.479166667,-0.529166667,Ilan Goldfajn,4,Sem acontecimentos,Janeiro,2018,136.64
2/2/2018,2018,2,5,3.94,6.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.69,3.206,0,0,1,4.458333333,-0.518333333,Ilan Goldfajn,1,Semana antes do copom,Fevereiro,2018,136.45
2/9/2018,2018,2,5,4.03,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7,3.2821,0,0,1,4.458333333,-0.428333333,Ilan Goldfajn,2,Semana do COPOM,Fevereiro,2018,136.45
2/16/2018,2018,2,5,4.03,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.46,3.2381,0,0,1,4.458333333,-0.428333333,Ilan Goldfajn,3,Semana da Ata,Fevereiro,2018,136.45
2/23/2018,2018,2,5,3.94,7.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.26,3.2417,0,0,1,4.458333333,-0.518333333,Ilan Goldfajn,4,Semana depois da Ata,Fevereiro,2018,136.45
3/2/2018,2018,3,5,3.91,7.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.17,3.2614,0,0,1,4.4375,-0.5275,Ilan Goldfajn,1,Sem acontecimentos,Março,2018,137.28
3/9/2018,2018,3,5,3.97,7.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.13,3.2496,0,0,1,4.4375,-0.4675,Ilan Goldfajn,2,Sem acontecimentos,Março,2018,137.28
3/16/2018,2018,3,5,3.93,7.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.12,3.2905,0,0,1,4.4375,-0.5075,Ilan Goldfajn,3,Semana antes do copom,Março,2018,137.28
3/23/2018,2018,3,5,3.9,7.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.12,3.3041,0,0,1,4.4375,-0.5375,Ilan Goldfajn,4,Semana do COPOM,Março,2018,137.28
3/29/2018,2018,3,4,3.84,7.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.12,3.3238,0,0,1,4.4375,-0.5975,Ilan Goldfajn,5,Semana da Ata,Março,2018,137.28
4/6/2018,2018,4,5,3.82,7.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.17,3.3666,0,0,1,4.416666667,-0.596666667,Ilan Goldfajn,1,Semana depois da Ata,Abril,2018,138.66
4/13/2018,2018,4,5,4.03,7.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.31,3.4105,0,0,1,4.416666667,-0.386666667,Ilan Goldfajn,2,Sem acontecimentos,Abril,2018,138.66
4/20/2018,2018,4,5,4.04,8.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.35,3.4101,0,0,1,4.416666667,-0.376666667,Ilan Goldfajn,3,Sem acontecimentos,Abril,2018,138.66
4/27/2018,2018,4,5,4.06,8.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.32,3.4676,0,0,1,4.416666667,-0.356666667,Ilan Goldfajn,4,Sem acontecimentos,Abril,2018,138.66
5/4/2018,2018,5,5,4.06,8.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.34,3.5308,0,0,1,4.395833333,-0.335833333,Ilan Goldfajn,1,Sem acontecimentos,Maio,2018,133.62
5/11/2018,2018,5,5,4.21,8.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.32,3.5716,0,0,1,4.395833333,-0.185833333,Ilan Goldfajn,2,Semana antes do copom,Maio,2018,133.62
5/18/2018,2018,5,5,4.21,9.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.24,3.7503,0,0,1,4.395833333,-0.185833333,Ilan Goldfajn,3,Semana do COPOM,Maio,2018,133.62
5/25/2018,2018,5,5,4.35,7.66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.33,3.6587,0,0,1,4.395833333,-0.045833333,Ilan Goldfajn,4,Semana da Ata,Maio,2018,133.62
6/1/2018,2018,6,5,4.38,8.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.41,3.7413,0,0,1,4.375,0.005,Ilan Goldfajn,1,Semana depois da Ata,Junho,2018,137.67
6/8/2018,2018,6,5,4.5,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7,3.7859,0,0,1,4.375,0.125,Ilan Goldfajn,2,Sem acontecimentos,Junho,2018,137.67
6/15/2018,2018,6,5,4.51,7.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.7738,0,0,1,4.375,0.135,Ilan Goldfajn,3,Sem acontecimentos,Junho,2018,137.67
6/22/2018,2018,6,5,4.66,9.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.17,3.7663,0,0,1,4.375,0.285,Ilan Goldfajn,4,Semana antes do copom,Junho,2018,137.67
6/29/2018,2018,6,5,4.7,9.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.17,3.8558,0,0,1,4.375,0.325,Ilan Goldfajn,5,Semana do COPOM,Junho,2018,137.67
7/6/2018,2018,7,5,3.8,11.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.19,3.9264,0,0,1,4.354166667,-0.554166667,Ilan Goldfajn,1,Semana da Ata,Julho,2018,138.08
7/13/2018,2018,7,5,3.8,11.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.01,3.8745,0,0,1,4.354166667,-0.554166667,Ilan Goldfajn,2,Semana depois da Ata,Julho,2018,138.08
7/20/2018,2018,7,5,3.73,8.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.67,3.7793,0,0,1,4.354166667,-0.624166667,Ilan Goldfajn,3,Sem acontecimentos,Julho,2018,138.08
7/27/2018,2018,7,5,3.73,8.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.38,3.7164,0,0,1,4.354166667,-0.624166667,Ilan Goldfajn,4,Sem acontecimentos,Julho,2018,138.08
8/3/2018,2018,8,5,3.71,8.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17,3.7201,0,0,1,4.333333333,-0.623333333,Ilan Goldfajn,1,Semana antes do copom,Agosto,2018,138.71
8/10/2018,2018,8,5,3.65,8.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.2,3.8472,0,0,1,4.333333333,-0.683333333,Ilan Goldfajn,2,Semana do COPOM,Agosto,2018,138.71
8/17/2018,2018,8,5,3.64,8.79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.19,3.9389,0,0,1,4.333333333,-0.693333333,Ilan Goldfajn,3,Semana da Ata,Agosto,2018,138.71
8/24/2018,2018,8,5,3.64,7.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.1,4.0854,0,0,1,4.333333333,-0.693333333,Ilan Goldfajn,4,Semana depois da Ata,Agosto,2018,138.71
8/31/2018,2018,8,5,3.63,8.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.07,4.1353,0,0,1,4.333333333,-0.703333333,Ilan Goldfajn,5,Sem acontecimentos,Agosto,2018,138.71
9/6/2018,2018,9,4,3.88,8.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.07,4.146,0,0,1,4.3125,-0.4325,Ilan Goldfajn,1,Sem acontecimentos,Setembro,2018,137.61
9/14/2018,2018,9,5,3.89,8.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.13,4.1879,0,0,1,4.3125,-0.4225,Ilan Goldfajn,2,Semana antes do copom,Setembro,2018,137.61
9/21/2018,2018,9,5,4.06,9.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.19,4.0728,0,0,1,4.3125,-0.2525,Ilan Goldfajn,3,Semana do COPOM,Setembro,2018,137.61
9/28/2018,2018,9,5,4.1,8.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.32,4.0039,0,0,1,4.3125,-0.2125,Ilan Goldfajn,4,Semana da Ata,Setembro,2018,137.61
10/5/2018,2018,10,5,4.03,7.92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.45,3.8699,0,0,1,4.291666667,-0.261666667,Ilan Goldfajn,1,Semana depois da Ata,Outubro,2018,137.23
10/11/2018,2018,10,4,4.05,8.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.53,3.746,0,0,1,4.291666667,-0.241666667,Ilan Goldfajn,2,Sem acontecimentos,Outubro,2018,137.23
10/19/2018,2018,10,5,4.08,8.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.52,3.7079,0,0,1,4.291666667,-0.211666667,Ilan Goldfajn,3,Sem acontecimentos,Outubro,2018,137.23
10/26/2018,2018,10,5,4.05,7.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.54,3.6753,0,0,1,4.291666667,-0.241666667,Ilan Goldfajn,4,Semana antes do copom,Outubro,2018,137.23
11/1/2018,2018,11,4,4.02,7.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.48,3.6973,0,0,1,4.270833333,-0.250833333,Ilan Goldfajn,1,Semana do COPOM,Novembro,2018,137.59
11/9/2018,2018,11,5,3.77,9.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.43,3.7506,0,0,1,4.270833333,-0.500833333,Ilan Goldfajn,2,Semana da Ata,Novembro,2018,137.59
11/16/2018,2018,11,5,3.72,8.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.28,3.7525,0,0,1,4.270833333,-0.550833333,Ilan Goldfajn,3,Semana depois da Ata,Novembro,2018,137.59
11/23/2018,2018,11,5,3.44,9.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05,3.8081,0,0,1,4.270833333,-0.830833333,Ilan Goldfajn,4,Sem acontecimentos,Novembro,2018,137.59
11/30/2018,2018,11,5,3.39,9.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.17,3.8633,0,0,1,4.270833333,-0.880833333,Ilan Goldfajn,5,Sem acontecimentos,Novembro,2018,137.59
12/7/2018,2018,12,5,3.76,7.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.06,3.8964,0,0,1,4.25,-0.49,Ilan Goldfajn,1,Semana antes do copom,Dezembro,2018,138.15
12/14/2018,2018,12,5,3.73,7.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.06,3.909,0,0,1,4.25,-0.52,Ilan Goldfajn,2,Semana do COPOM,Dezembro,2018,138.15
12/21/2018,2018,12,5,3.68,5.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.03,3.8671,0,0,1,4.25,-0.57,Ilan Goldfajn,3,Semana da Ata,Dezembro,2018,138.15
12/28/2018,2018,12,5,3.65,7.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1,3.8748,0,0,1,4.25,-0.6,Ilan Goldfajn,4,Semana depois da Ata,Dezembro,2018,138.15
