Data,Ano,Mes,Dia_semana,Mediana,Coef._Var.,Sem_acontecimentos,antes_copom,semana_copom,Hiato,semana_ata,semana_pos,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,1,2,3,4,5,6,7,8,9,10,11,12,IPC-S,cambio,Meirelles,Tombini,Goldfajn,Expectativa_ponderada,desvio_de_expectativa,BCPresidente,Semana_mes,Tipo_periodo,Mes_categ,Ano_categ,IBC-BR
4/15/2016,2016,4,5,6.4,8.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.45,3.5276,0,1,0,4.5,1.9,Alexandre Tombini,3,Sem acontecimentos,Abril,2016,134.92
4/22/2016,2016,4,5,6.19,9.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.38,3.5829,0,1,0,4.5,1.69,Alexandre Tombini,4,Semana antes do copom,Abril,2016,134.92
4/29/2016,2016,4,5,6.18,9.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.38,3.4508,0,1,0,4.5,1.68,Alexandre Tombini,5,Semana do COPOM,Abril,2016,134.92
5/6/2016,2016,5,5,6.17,9.58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.49,3.5362,0,1,0,4.5,1.67,Alexandre Tombini,1,Semana da Ata,Maio,2016,134.53
5/13/2016,2016,5,5,6.12,9.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.64,3.5041,0,1,0,4.5,1.62,Alexandre Tombini,2,Semana depois da Ata,Maio,2016,134.53
5/20/2016,2016,5,5,6.15,7.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.67,3.5419,0,1,0,4.5,1.65,Alexandre Tombini,3,Sem acontecimentos,Maio,2016,134.53
5/27/2016,2016,5,5,6.18,7.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.68,3.6168,0,1,0,4.5,1.68,Alexandre Tombini,4,Sem acontecimentos,Maio,2016,134.53
6/3/2016,2016,6,5,6.24,7.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.64,3.5409,0,1,0,4.5,1.74,Alexandre Tombini,1,Semana antes do copom,Junho,2016,134.95
6/10/2016,2016,6,5,5.91,8.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.59,3.4261,0,0,1,4.5,1.41,Ilan Goldfajn,2,Semana do COPOM,Junho,2016,134.95
6/17/2016,2016,6,5,5.97,9.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.45,3.4372,0,0,1,4.5,1.47,Ilan Goldfajn,3,Semana da Ata,Junho,2016,134.95
6/24/2016,2016,6,5,5.99,8.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.33,3.3772,0,0,1,4.5,1.49,Ilan Goldfajn,4,Semana depois da Ata,Junho,2016,134.95
7/1/2016,2016,7,5,5.96,8.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26,3.2298,0,0,1,4.5,1.46,Ilan Goldfajn,1,Sem acontecimentos,Julho,2016,134.62
7/8/2016,2016,7,5,5.84,9.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.44,3.2968,0,0,1,4.5,1.34,Ilan Goldfajn,2,Sem acontecimentos,Julho,2016,134.62
7/15/2016,2016,7,5,5.79,9.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.41,3.2656,0,0,1,4.5,1.29,Ilan Goldfajn,3,Semana antes do copom,Julho,2016,134.62
7/22/2016,2016,7,5,5.72,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.36,3.2854,0,0,1,4.5,1.22,Ilan Goldfajn,4,Semana do COPOM,Julho,2016,134.62
7/29/2016,2016,7,5,5.68,8.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.36,3.239,0,0,1,4.5,1.18,Ilan Goldfajn,5,Semana da Ata,Julho,2016,134.62
8/5/2016,2016,8,5,5.66,8.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37,3.1859,0,0,1,4.5,1.16,Ilan Goldfajn,1,Semana depois da Ata,Agosto,2016,133.91
8/12/2016,2016,8,5,5.42,9.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.46,3.1602,0,0,1,4.5,0.92,Ilan Goldfajn,2,Sem acontecimentos,Agosto,2016,133.91
8/19/2016,2016,8,5,5.37,8.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.48,3.2267,0,0,1,4.5,0.87,Ilan Goldfajn,3,Sem acontecimentos,Agosto,2016,133.91
8/26/2016,2016,8,5,5.43,7.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.39,3.2153,0,0,1,4.5,0.93,Ilan Goldfajn,4,Semana antes do copom,Agosto,2016,133.91
9/2/2016,2016,9,5,5.43,8.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.32,3.2431,0,0,1,4.5,0.93,Ilan Goldfajn,1,Semana do COPOM,Setembro,2016,133.78
9/9/2016,2016,9,5,5.24,8.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.34,3.2638,0,0,1,4.5,0.74,Ilan Goldfajn,2,Semana da Ata,Setembro,2016,133.78
9/16/2016,2016,9,5,5.21,8.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27,3.3004,0,0,1,4.5,0.71,Ilan Goldfajn,3,Semana depois da Ata,Setembro,2016,133.78
9/23/2016,2016,9,5,5.13,7.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18,3.2242,0,0,1,4.5,0.63,Ilan Goldfajn,4,Sem acontecimentos,Setembro,2016,133.78
9/30/2016,2016,9,5,5.05,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07,3.2462,0,0,1,4.5,0.55,Ilan Goldfajn,5,Sem acontecimentos,Setembro,2016,133.78
10/7/2016,2016,10,5,5.08,7.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19,3.2134,0,0,1,4.5,0.58,Ilan Goldfajn,1,Sem acontecimentos,Outubro,2016,133.27
10/14/2016,2016,10,5,5.04,7.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19,3.1864,0,0,1,4.5,0.54,Ilan Goldfajn,2,Semana antes do copom,Outubro,2016,133.27
10/21/2016,2016,10,5,4.9,7.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.14,3.1593,0,0,1,4.5,0.4,Ilan Goldfajn,3,Semana do COPOM,Outubro,2016,133.27
10/28/2016,2016,10,5,4.85,6.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24,3.1815,0,0,1,4.5,0.35,Ilan Goldfajn,4,Semana da Ata,Outubro,2016,133.27
11/4/2016,2016,11,5,4.84,7.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34,3.2449,0,0,1,4.5,0.34,Ilan Goldfajn,1,Semana depois da Ata,Novembro,2016,133.05
11/11/2016,2016,11,5,4.94,6.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.39,3.4377,0,0,1,4.5,0.44,Ilan Goldfajn,2,Sem acontecimentos,Novembro,2016,133.05
11/18/2016,2016,11,5,4.93,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.35,3.3917,0,0,1,4.5,0.43,Ilan Goldfajn,3,Sem acontecimentos,Novembro,2016,133.05
11/25/2016,2016,11,5,4.81,6.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.24,3.4279,0,0,1,4.5,0.31,Ilan Goldfajn,4,Semana antes do copom,Novembro,2016,133.05
12/2/2016,2016,12,5,4.78,6.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,3.465,0,0,1,4.5,0.28,Ilan Goldfajn,1,Semana do COPOM,Dezembro,2016,132.17
12/9/2016,2016,12,5,4.88,6.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15,3.3858,0,0,1,4.5,0.38,Ilan Goldfajn,2,Semana da Ata,Dezembro,2016,132.17
12/16/2016,2016,12,5,4.84,6.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,3.3712,0,0,1,4.5,0.34,Ilan Goldfajn,3,Semana depois da Ata,Dezembro,2016,132.17
12/23/2016,2016,12,5,4.7,6.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,3.2696,0,0,1,4.5,0.2,Ilan Goldfajn,4,Sem acontecimentos,Dezembro,2016,132.17
12/30/2016,2016,12,5,4.7,7.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,3.2591,0,0,1,4.5,0.2,Ilan Goldfajn,5,Sem acontecimentos,Dezembro,2016,132.17
1/6/2017,2017,1,5,4.7,6.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.33,3.2057,0,0,1,4.5,0.2,Ilan Goldfajn,1,Semana antes do copom,Janeiro,2017,133.42
1/13/2017,2017,1,5,4.8,6.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,3.2034,0,0,1,4.5,0.3,Ilan Goldfajn,2,Semana do COPOM,Janeiro,2017,133.42
1/20/2017,2017,1,5,4.71,6.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.62,3.1918,0,0,1,4.5,0.21,Ilan Goldfajn,3,Semana da Ata,Janeiro,2017,133.42
1/27/2017,2017,1,5,4.7,6.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.63,3.1596,0,0,1,4.5,0.2,Ilan Goldfajn,4,Semana depois da Ata,Janeiro,2017,133.42
2/3/2017,2017,2,5,4.64,7.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.69,3.1241,0,0,1,4.5,0.14,Ilan Goldfajn,1,Sem acontecimentos,Fevereiro,2017,135.47
2/10/2017,2017,2,5,4.71,7.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.61,3.1155,0,0,1,4.5,0.21,Ilan Goldfajn,2,Sem acontecimentos,Fevereiro,2017,135.47
2/17/2017,2017,2,5,4.61,7.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.49,3.095,0,0,1,4.5,0.11,Ilan Goldfajn,3,Semana antes do copom,Fevereiro,2017,135.47
2/24/2017,2017,2,5,4.53,7.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,3.0993,0,0,1,4.5,0.03,Ilan Goldfajn,4,Semana do COPOM,Fevereiro,2017,135.47
3/3/2017,2017,3,5,4.5,7.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.31,3.1364,0,0,1,4.5,0,Ilan Goldfajn,1,Semana da Ata,Março,2017,135.75
3/10/2017,2017,3,5,4.54,7.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.34,3.1623,0,0,1,4.5,0.04,Ilan Goldfajn,2,Semana depois da Ata,Março,2017,135.75
3/17/2017,2017,3,5,4.54,7.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.35,3.1075,0,0,1,4.5,0.04,Ilan Goldfajn,3,Sem acontecimentos,Março,2017,135.75
3/24/2017,2017,3,5,4.49,7.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.39,3.1282,0,0,1,4.5,-0.01,Ilan Goldfajn,4,Sem acontecimentos,Março,2017,135.75
3/31/2017,2017,3,5,4.47,7.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.47,3.1684,0,0,1,4.5,-0.03,Ilan Goldfajn,5,Sem acontecimentos,Março,2017,135.75
4/7/2017,2017,4,5,4.6,7.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.49,3.1302,0,0,1,4.5,0.1,Ilan Goldfajn,1,Semana antes do copom,Abril,2017,135.96
4/13/2017,2017,4,4,4.59,7.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.49,3.1269,0,0,1,4.5,0.09,Ilan Goldfajn,2,Semana do COPOM,Abril,2017,135.96
4/20/2017,2017,4,4,4.53,8.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.44,3.1453,0,0,1,4.5,0.03,Ilan Goldfajn,3,Semana da Ata,Abril,2017,135.96
4/28/2017,2017,4,5,4.5,8.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.31,3.1984,0,0,1,4.5,0,Ilan Goldfajn,4,Semana depois da Ata,Abril,2017,135.96
5/5/2017,2017,5,5,4.53,8.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.12,3.1764,0,0,1,4.5,0.03,Ilan Goldfajn,1,Sem acontecimentos,Maio,2017,135.3
5/12/2017,2017,5,5,4.72,7.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.26,3.129,0,0,1,4.5,0.22,Ilan Goldfajn,2,Sem acontecimentos,Maio,2017,135.3
5/19/2017,2017,5,5,4.69,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3,3.2878,0,0,1,4.5,0.19,Ilan Goldfajn,3,Sem acontecimentos,Maio,2017,135.3
5/26/2017,2017,5,5,4.72,7.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.35,3.2614,0,0,1,4.5,0.22,Ilan Goldfajn,4,Semana antes do copom,Maio,2017,135.3
6/2/2017,2017,6,5,4.65,8.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.52,3.2401,0,0,1,4.5,0.15,Ilan Goldfajn,1,Semana do COPOM,Junho,2017,136.16
6/9/2017,2017,6,5,4.48,8.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.39,3.274,0,0,1,4.5,-0.02,Ilan Goldfajn,2,Semana da Ata,Junho,2017,136.16
6/16/2017,2017,6,5,4.44,10.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13,3.2892,0,0,1,4.5,-0.06,Ilan Goldfajn,3,Semana depois da Ata,Junho,2017,136.16
6/23/2017,2017,6,5,4.15,9.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.12,3.3342,0,0,1,4.5,-0.35,Ilan Goldfajn,4,Sem acontecimentos,Junho,2017,136.16
6/30/2017,2017,6,5,4.14,9.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.32,3.3082,0,0,1,4.5,-0.36,Ilan Goldfajn,5,Sem acontecimentos,Junho,2017,136.16
7/7/2017,2017,7,5,4.48,9.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.18,3.2895,0,0,1,4.5,-0.02,Ilan Goldfajn,1,Sem acontecimentos,Julho,2017,136.5
7/14/2017,2017,7,5,4.38,10.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.18,3.1899,0,0,1,4.5,-0.12,Ilan Goldfajn,2,Sem acontecimentos,Julho,2017,136.5
7/21/2017,2017,7,5,4.38,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.05,3.1256,0,0,1,4.5,-0.12,Ilan Goldfajn,3,Semana antes do copom,Julho,2017,136.5
7/28/2017,2017,7,5,4.48,10.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09,3.1457,0,0,1,4.5,-0.02,Ilan Goldfajn,4,Semana do COPOM,Julho,2017,136.5
8/4/2017,2017,8,5,4.55,9.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.38,3.1224,0,0,1,4.5,0.05,Ilan Goldfajn,1,Semana da Ata,Agosto,2017,135.5
8/11/2017,2017,8,5,4.53,9.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.41,3.1695,0,0,1,4.5,0.03,Ilan Goldfajn,2,Semana depois da Ata,Agosto,2017,135.5
8/18/2017,2017,8,5,4.54,9.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4,3.1654,0,0,1,4.5,0.04,Ilan Goldfajn,3,Sem acontecimentos,Agosto,2017,135.5
8/25/2017,2017,8,5,4.44,9.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.33,3.1462,0,0,1,4.5,-0.06,Ilan Goldfajn,4,Sem acontecimentos,Agosto,2017,135.5
9/1/2017,2017,9,5,4.41,9.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.13,3.1333,0,0,1,4.5,-0.09,Ilan Goldfajn,1,Semana antes do copom,Setembro,2017,135.34
9/8/2017,2017,9,5,4.14,9.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,3.0908,0,0,1,4.5,-0.36,Ilan Goldfajn,2,Semana do COPOM,Setembro,2017,135.34
9/15/2017,2017,9,5,4.03,9.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.01,3.1255,0,0,1,4.5,-0.47,Ilan Goldfajn,3,Semana da Ata,Setembro,2017,135.34
9/22/2017,2017,9,5,3.84,10.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.07,3.1285,0,0,1,4.5,-0.66,Ilan Goldfajn,4,Semana depois da Ata,Setembro,2017,135.34
9/29/2017,2017,9,5,3.82,10.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.07,3.168,0,0,1,4.5,-0.68,Ilan Goldfajn,5,Sem acontecimentos,Setembro,2017,135.34
10/6/2017,2017,10,5,4.01,9.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.02,3.1648,0,0,1,4.5,-0.49,Ilan Goldfajn,1,Sem acontecimentos,Outubro,2017,135.33
10/13/2017,2017,10,5,4.02,8.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.14,3.1572,0,0,1,4.5,-0.48,Ilan Goldfajn,2,Sem acontecimentos,Outubro,2017,135.33
10/20/2017,2017,10,5,4.1,8.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.28,3.1833,0,0,1,4.5,-0.4,Ilan Goldfajn,3,Semana antes do copom,Outubro,2017,135.33
10/27/2017,2017,10,5,4.1,7.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.29,3.2801,0,0,1,4.5,-0.4,Ilan Goldfajn,4,Semana do COPOM,Outubro,2017,135.33
11/3/2017,2017,11,5,4.14,7.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.33,3.292,0,0,1,4.5,-0.36,Ilan Goldfajn,1,Semana da Ata,Novembro,2017,135.4
11/10/2017,2017,11,5,4.05,7.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.36,3.2661,0,0,1,4.5,-0.45,Ilan Goldfajn,2,Semana depois da Ata,Novembro,2017,135.4
11/17/2017,2017,11,5,4.05,7.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,3.2788,0,0,1,4.5,-0.45,Ilan Goldfajn,3,Sem acontecimentos,Novembro,2017,135.4
11/24/2017,2017,11,5,4.02,7.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.32,3.23,0,0,1,4.5,-0.48,Ilan Goldfajn,4,Sem acontecimentos,Novembro,2017,135.4
12/1/2017,2017,12,5,3.97,8.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36,3.2636,0,0,1,4.5,-0.53,Ilan Goldfajn,1,Semana antes do copom,Dezembro,2017,137.02
12/8/2017,2017,12,5,3.91,7.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.39,3.2811,0,0,1,4.5,-0.59,Ilan Goldfajn,2,Semana do COPOM,Dezembro,2017,137.02
12/15/2017,2017,12,5,3.88,7.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.34,3.3182,0,0,1,4.5,-0.62,Ilan Goldfajn,3,Semana da Ata,Dezembro,2017,137.02
12/22/2017,2017,12,5,3.78,7.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27,3.3209,0,0,1,4.5,-0.72,Ilan Goldfajn,4,Semana depois da Ata,Dezembro,2017,137.02
12/29/2017,2017,12,5,3.77,6.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27,3.308,0,0,1,4.5,-0.73,Ilan Goldfajn,5,Sem acontecimentos,Dezembro,2017,137.02
1/5/2018,2018,1,5,3.77,6.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.21,3.2409,0,0,1,4.479166667,-0.709166667,Ilan Goldfajn,1,Sem acontecimentos,Janeiro,2018,136.64
1/12/2018,2018,1,5,3.95,6.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.31,3.2197,0,0,1,4.479166667,-0.529166667,Ilan Goldfajn,2,Sem acontecimentos,Janeiro,2018,136.64
1/19/2018,2018,1,5,3.95,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.47,3.2087,0,0,1,4.479166667,-0.529166667,Ilan Goldfajn,3,Sem acontecimentos,Janeiro,2018,136.64
